mMed,yukawa,N_generated,NA_0SVJ,NA_1SVJ,NA_2SVJ,NA_3PSVJ,NA_Inclusive,eff_0SVJ,eff_1SVJ,eff_2SVJ,eff_3PSVJ,eff_Inclusive
1500,0.1,299.8815685766749,,,,,,,,,,
1500,0.5,5738.304794281721,99.51286506652832,141.61822891235352,61.100154876708984,7.063546419143677,309.2947952747345,0.01734185767993605,0.024679453948399103,0.010647770912691134,0.001230946537761914,0.0539000290787882
1500,1.0,66652.60048478842,428.9644470214844,630.6558837890625,241.7483367919922,29.074483394622803,1330.4431509971619,0.006435824617516363,0.009461834635139135,0.003626990320462657,0.00043620928790705227,0.019960858861025207
1500,1.5,315744.7021102905,1281.450927734375,1559.4591369628906,788.7101440429688,144.10271644592285,3773.722925186157,0.004058503338835945,0.004938987500155006,0.0024979362718411348,0.000456389974187397,0.011951817085019483
1500,2.0,983650.0052642822,2402.4240112304688,4636.0556640625,2055.8796997070312,222.17544174194336,9316.534816741943,0.002442356527599466,0.004713115070656567,0.0020900520395510675,0.00022586838870828894,0.00947139202651539
1500,2.5,2339462.5811576843,8831.698486328125,12821.71728515625,4271.019775390625,293.9805908203125,26218.416137695312,0.003775097134469983,0.005480625075358725,0.0018256414143102508,0.0001256615913364325,0.011207025215475392
1500,3.0,4779620.313491821,19275.12255859375,25865.8056640625,10174.034912109375,858.7757415771484,56173.73887634277,0.004032772750627136,0.005411686277893036,0.0021286282685238204,0.00017967446894327833,0.01175276176598727
1500,3.5,8666769.256591797,37600.859375,50772.970703125,17977.89111328125,1348.0377502441406,107699.75894165039,0.0043385093408828705,0.005858350349469376,0.0020743474968607906,0.0001555409761508126,0.01242674816336385
2000,0.1,26.691387250903063,,,,,,,,,,
2000,0.5,1642.8655205946416,15.364448547363281,31.231318473815918,14.26266860961914,1.5710748732089996,62.42951050400734,0.009352225337227882,0.01901027082393915,0.008681580099420865,0.0009563015679094312,0.03800037782849733
2000,1.0,22539.391845464706,84.42943000793457,143.86275672912598,67.5740909576416,8.581379652023315,304.44765734672546,0.003745861050147329,0.006382725750343327,0.0029980441096612203,0.00038072809199375223,0.013507359002145627
2000,1.5,110848.58816385269,219.69134521484375,462.6697235107422,236.9938507080078,37.07436275482178,956.4292821884155,0.0019819047662574044,0.004173889186814352,0.0021379961137411277,0.00033445949442332715,0.008628249561236211
2000,2.0,349126.08345508575,801.6797943115234,1301.702392578125,833.4165649414062,69.90237951278687,3006.7011313438416,0.002296247207821863,0.003728459299563007,0.002387150672598266,0.00020022101706353786,0.008612078197046675
